kernelversion,contributor,value,Percentage
Linux-4.18(2018-08-12),Hewlett Packard Enterprise,7,0.05
Linux-4.18(2018-08-12),DDN Storage,6,0.05
Linux-4.18(2018-08-12),Citrix,6,0.05
Linux-4.18(2018-08-12),Fixstars Technologies,6,0.05
Linux-4.18(2018-08-12),OSADL,6,0.05
Linux-4.18(2018-08-12),Solarflare Communications,5,0.04
Linux-4.18(2018-08-12),Elektro Bit,5,0.04
Linux-4.18(2018-08-12),Akamai,5,0.04
Linux-4.18(2018-08-12),NetApp,5,0.04
Linux-4.18(2018-08-12),Animal Creek Technologies,5,0.04
Linux-4.18(2018-08-12),ZTE,5,0.04
Linux-4.18(2018-08-12),General Electric,4,0.03
Linux-4.18(2018-08-12),LG Electonics,4,0.03
Linux-4.18(2018-08-12),AXIS,3,0.02
Linux-4.18(2018-08-12),DELL,3,0.02
Linux-4.18(2018-08-12),Imagination Technologies,3,0.02
Linux-4.18(2018-08-12),Kylin Software,3,0.02
Linux-4.18(2018-08-12),CERN,3,0.02
Linux-4.18(2018-08-12),Wacom,3,0.02
Linux-4.18(2018-08-12),Lenovo,3,0.02
Linux-4.18(2018-08-12),Apple,3,0.02
Linux-4.18(2018-08-12),Cybernetics,3,0.02
Linux-4.18(2018-08-12),Nuvoton Technology,2,0.02
Linux-4.18(2018-08-12),ALT Linux,2,0.02
Linux-4.18(2018-08-12),Ideas on board,2,0.02
Linux-4.18(2018-08-12),National Instruments,2,0.02
Linux-4.18(2018-08-12),Extreme Engineering Solutions,2,0.02
Linux-4.18(2018-08-12),LWN,2,0.02
Linux-4.18(2018-08-12),Tencent,2,0.02
Linux-4.18(2018-08-12),Atmel,2,0.02
Linux-4.18(2018-08-12),ROHM Semiconductors,2,0.02
Linux-4.18(2018-08-12),Loongson,2,0.02
Linux-4.18(2018-08-12),KFKI Research Institute,2,0.02
Linux-4.18(2018-08-12),secunet Security Networks AG,2,0.02
Linux-4.18(2018-08-12),Amazon,2,0.02
Linux-4.18(2018-08-12),Miracle Linux,2,0.02
Linux-4.18(2018-08-12),EMC,2,0.02
Linux-4.18(2018-08-12),VMWare,2,0.02
Linux-4.18(2018-08-12),PHYTEC,1,0.01
Linux-4.18(2018-08-12),Tuxera,1,0.01
Linux-4.18(2018-08-12),Applied Micro,1,0.01
Linux-4.18(2018-08-12),HP,1,0.01
Linux-4.18(2018-08-12),Bitmer,1,0.01
Linux-4.18(2018-08-12),SYSGO,1,0.01
Linux-4.18(2018-08-12),Three-Speed Logic,1,0.01
Linux-4.18(2018-08-12),Trend Micro,1,0.01
Linux-4.18(2018-08-12),Evidence Srl,1,0.01
Linux-4.18(2018-08-12),Xiaomi,1,0.01
Linux-4.18(2018-08-12),INRIA,1,0.01
Linux-4.18(2018-08-12),Freescale,1,0.01
Linux-4.18(2018-08-12),Micronova,1,0.01
Linux-4.18(2018-08-12),LSI,1,0.01
Linux-4.18(2018-08-12),Nucleus Systems,1,0.01
Linux-4.18(2018-08-12),Cray,1,0.01
Linux-4.18(2018-08-12),ARMadeus Systems,1,0.01
Linux-4.18(2018-08-12),Baidu,1,0.01
Linux-4.18(2018-08-12),Cadence Design Systems,1,0.01
Linux-4.18(2018-08-12),NEC,1,0.01
Linux-4.18(2018-08-12),LinBit,1,0.01
Linux-4.18(2018-08-12),Tk Open Systems,1,0.01
Linux-4.18(2018-08-12),PEAK-System,1,0.01
Linux-4.18(2018-08-12),Telemotive AG,1,0.01
Linux-4.17(2018-06-03),Unknown,2735,20.20
Linux-4.17(2018-06-03),Intel,1363,10.07
Linux-4.17(2018-06-03),Red Hat,920,6.79
Linux-4.17(2018-06-03),AMD,755,5.58
Linux-4.17(2018-06-03),Renesas Electronics,558,4.12
Linux-4.17(2018-06-03),Linaro,481,3.55
Linux-4.17(2018-06-03),IBM,462,3.41
Linux-4.17(2018-06-03),Hobbyists,458,3.38
Linux-4.17(2018-06-03),Novell,456,3.37
Linux-4.17(2018-06-03),Mellanox Technologies,409,3.02
Linux-4.17(2018-06-03),Google,388,2.87
Linux-4.17(2018-06-03),Bootlin,295,2.18
Linux-4.17(2018-06-03),Oracle,278,2.05
Linux-4.17(2018-06-03),Huawei,250,1.85
Linux-4.17(2018-06-03),Samsung,245,1.81
Linux-4.17(2018-06-03),ARM,207,1.53
Linux-4.17(2018-06-03),Canonical,202,1.49
Linux-4.17(2018-06-03),Code Aurora Forum,182,1.34
Linux-4.17(2018-06-03),NXP,172,1.27
Linux-4.17(2018-06-03),Texas Instruments,156,1.15
Linux-4.17(2018-06-03),STMicroelectronics,149,1.10
Linux-4.17(2018-06-03),Socionext Inc.,126,0.93
Linux-4.17(2018-06-03),Microchip Technology Inc.,123,0.91
Linux-4.17(2018-06-03),Baylibre,88,0.65
Linux-4.17(2018-06-03),Facebook,79,0.58
Linux-4.17(2018-06-03),Western Digital,77,0.57
Linux-4.17(2018-06-03),Rockchip,74,0.55
Linux-4.17(2018-06-03),Pengutronix,73,0.54
Linux-4.17(2018-06-03),Cisco,73,0.54
Linux-4.17(2018-06-03),Cavium,70,0.52
Linux-4.17(2018-06-03),Synopsys,69,0.51
Linux-4.17(2018-06-03),Parallels,65,0.48
Linux-4.17(2018-06-03),MediaTek,64,0.47
Linux-4.17(2018-06-03),Linutronix,60,0.44
Linux-4.17(2018-06-03),Broadcom,60,0.44
Linux-4.17(2018-06-03),Ericsson,58,0.43
Linux-4.17(2018-06-03),Microsoft,56,0.41
Linux-4.17(2018-06-03),Ideas on board,56,0.41
Linux-4.17(2018-06-03),Netronome,53,0.39
Linux-4.17(2018-06-03),Cogent Embedded,52,0.38
Linux-4.17(2018-06-03),NVIDIA,50,0.37
Linux-4.17(2018-06-03),Chelsio,47,0.35
Linux-4.17(2018-06-03),Debian,43,0.32
Linux-4.17(2018-06-03),Atomide,43,0.32
Linux-4.17(2018-06-03),AXIS,39,0.29
Linux-4.17(2018-06-03),Realtek,35,0.26
Linux-4.17(2018-06-03),Academics,33,0.24
Linux-4.17(2018-06-03),Collabora,32,0.24
Linux-4.17(2018-06-03),VMWare,30,0.22
Linux-4.17(2018-06-03),Astaro,26,0.19
Linux-4.17(2018-06-03),NTT,25,0.18
Linux-4.17(2018-06-03),Linux Foundation,25,0.18
Linux-4.17(2018-06-03),Primary Data,25,0.18
Linux-4.17(2018-06-03),Fujitsu,24,0.18
Linux-4.17(2018-06-03),XILINX,23,0.17
Linux-4.17(2018-06-03),Alibaba,22,0.16
Linux-4.17(2018-06-03),Wave Computing,22,0.16
Linux-4.17(2018-06-03),Cumulus Networks,20,0.15
Linux-4.17(2018-06-03),Cirrus Logic,19,0.14
Linux-4.17(2018-06-03),Glider bvba,18,0.13
Linux-4.17(2018-06-03),Marvell,18,0.13
Linux-4.17(2018-06-03),Solarflare Communications,18,0.13
Linux-4.17(2018-06-03),CTERA Networks,18,0.13
Linux-4.17(2018-06-03),National Instruments,17,0.13
Linux-4.17(2018-06-03),XMission,16,0.12
Linux-4.17(2018-06-03),Open Grid Computing,13,0.10
Linux-4.17(2018-06-03),ZTE,13,0.10
Linux-4.17(2018-06-03),Tk Open Systems,12,0.09
Linux-4.17(2018-06-03),LWN,12,0.09
Linux-4.17(2018-06-03),Hewlett Packard Enterprise,12,0.09
Linux-4.17(2018-06-03),Tencent,12,0.09
Linux-4.17(2018-06-03),OpenWrt,12,0.09
Linux-4.17(2018-06-03),LG Electonics,11,0.08
Linux-4.17(2018-06-03),Allied Telesis,11,0.08
Linux-4.17(2018-06-03),Hovold Consulting AB,11,0.08
Linux-4.17(2018-06-03),Motorola,11,0.08
Linux-4.17(2018-06-03),DELL,10,0.07
Linux-4.17(2018-06-03),Consultants,10,0.07
Linux-4.17(2018-06-03),PHYTEC,9,0.07
Linux-4.17(2018-06-03),MontaVista,9,0.07
Linux-4.17(2018-06-03),Codethink,9,0.07
Linux-4.17(2018-06-03),QUALCOMM,7,0.05
Linux-4.17(2018-06-03),Micronova,7,0.05
Linux-4.17(2018-06-03),VanguardiaSur,7,0.05
Linux-4.17(2018-06-03),Siemens,7,0.05
Linux-4.17(2018-06-03),Unisys,6,0.04
Linux-4.17(2018-06-03),US National Security Agency,6,0.04
Linux-4.17(2018-06-03),Analog Devices,5,0.04
Linux-4.17(2018-06-03),Fixstars Technologies,5,0.04
Linux-4.17(2018-06-03),Nokia,5,0.04
Linux-4.17(2018-06-03),Dialog Semiconductor,5,0.04
Linux-4.17(2018-06-03),Synaptics,5,0.04
Linux-4.17(2018-06-03),EfficiOS Inc.,4,0.03
Linux-4.17(2018-06-03),Tuxera,4,0.03
Linux-4.17(2018-06-03),"Rowland Institute, Harvard",4,0.03
Linux-4.17(2018-06-03),Amarula Solutions,4,0.03
Linux-4.17(2018-06-03),secunet Security Networks AG,4,0.03
Linux-4.17(2018-06-03),Hansen Partnership,4,0.03
Linux-4.17(2018-06-03),Areca,4,0.03
Linux-4.17(2018-06-03),General Electric,3,0.02
Linux-4.17(2018-06-03),DENX Software Engineering,3,0.02
Linux-4.17(2018-06-03),Nuvoton Technology,3,0.02
Linux-4.17(2018-06-03),OMICRON electronics,3,0.02
Linux-4.17(2018-06-03),Kylin Software,3,0.02
Linux-4.17(2018-06-03),CompuLab,3,0.02
Linux-4.17(2018-06-03),Mentor Graphics,3,0.02
Linux-4.17(2018-06-03),NEC,3,0.02
Linux-4.17(2018-06-03),Freescale,3,0.02
Linux-4.17(2018-06-03),6WIND,3,0.02
Linux-4.17(2018-06-03),KARO,2,0.01
Linux-4.17(2018-06-03),Virtual Open Systems,2,0.01
Linux-4.17(2018-06-03),Neratec Solutions AG,2,0.01
Linux-4.17(2018-06-03),Loongson,2,0.01
Linux-4.17(2018-06-03),Imagination Technologies,2,0.01
Linux-4.17(2018-06-03),emlix Gmbh,2,0.01
Linux-4.17(2018-06-03),MEV Limited,2,0.01
Linux-4.17(2018-06-03),Baidu,2,0.01
Linux-4.17(2018-06-03),Transmode Systems,2,0.01
Linux-4.17(2018-06-03),Akamai,2,0.01
Linux-4.17(2018-06-03),Candela Tech.,1,0.01
Linux-4.17(2018-06-03),LSI,1,0.01
Linux-4.17(2018-06-03),SIGMA Chemnitz,1,0.01
Linux-4.17(2018-06-03),Toshiba,1,0.01
Linux-4.17(2018-06-03),Ingics Technology,1,0.01
Linux-4.17(2018-06-03),Applied Micro,1,0.01
Linux-4.17(2018-06-03),Boundary Devices,1,0.01
Linux-4.17(2018-06-03),Bosch,1,0.01
Linux-4.17(2018-06-03),EckÂ­elÂ­mann,1,0.01
Linux-4.17(2018-06-03),Paratronic,1,0.01
Linux-4.17(2018-06-03),Emutex Ltd,1,0.01
Linux-4.17(2018-06-03),Evidence Srl,1,0.01
Linux-4.17(2018-06-03),Micro-Star International,1,0.01
Linux-4.17(2018-06-03),Mobile Devices,1,0.01
Linux-4.17(2018-06-03),Golden Delicious Computers,1,0.01
Linux-4.17(2018-06-03),Animal Creek Technologies,1,0.01
Linux-4.17(2018-06-03),ALT Linux,1,0.01
Linux-4.17(2018-06-03),Polytechnique Montreal,1,0.01
Linux-4.17(2018-06-03),Orcon Internet,1,0.01
Linux-4.17(2018-06-03),Stratus Technologies,1,0.01
Linux-4.17(2018-06-03),Citrix,1,0.01
Linux-4.17(2018-06-03),Elektro Bit,1,0.01
Linux-4.17(2018-06-03),KFKI Research Institute,1,0.01
Linux-4.17(2018-06-03),Savoir-faire Linux,1,0.01
Linux-4.17(2018-06-03),Three-Speed Logic,1,0.01
Linux-4.17(2018-06-03),Amazon,1,0.01
Linux-4.17(2018-06-03),TQ-Systems,1,0.01
Linux-4.17(2018-06-03),EXOSEC,1,0.01
Linux-4.14(2017-11-12),Unknown,3368,25.04
Linux-4.14(2017-11-12),Intel,1252,9.31
Linux-4.14(2017-11-12),Red Hat,906,6.74
Linux-4.14(2017-11-12),IBM,497,3.69
Linux-4.14(2017-11-12),Novell,447,3.32
Linux-4.14(2017-11-12),Mellanox Technologies,441,3.28
Linux-4.14(2017-11-12),Linaro,431,3.20
Linux-4.14(2017-11-12),Hobbyists,412,3.06
Linux-4.14(2017-11-12),Google,407,3.03
Linux-4.14(2017-11-12),AMD,352,2.62
Linux-4.14(2017-11-12),Renesas Electronics,331,2.46
Linux-4.14(2017-11-12),Rockchip,250,1.86
Linux-4.14(2017-11-12),Oracle,243,1.81
Linux-4.14(2017-11-12),Samsung,224,1.67
Linux-4.14(2017-11-12),ARM,216,1.61
Linux-4.14(2017-11-12),Canonical,201,1.49
Linux-4.14(2017-11-12),Academics,160,1.19
Linux-4.14(2017-11-12),Huawei,158,1.17
Linux-4.14(2017-11-12),Code Aurora Forum,155,1.15
Linux-4.14(2017-11-12),NXP,153,1.14
Linux-4.14(2017-11-12),Imagination Technologies,147,1.09
Linux-4.14(2017-11-12),Texas Instruments,145,1.08
Linux-4.14(2017-11-12),Cavium,129,0.96
Linux-4.14(2017-11-12),Broadcom,129,0.96
Linux-4.14(2017-11-12),Western Digital,121,0.90
Linux-4.14(2017-11-12),MediaTek,114,0.85
Linux-4.14(2017-11-12),Unisys,113,0.84
Linux-4.14(2017-11-12),Bootlin,99,0.74
Linux-4.14(2017-11-12),Pengutronix,94,0.70
Linux-4.14(2017-11-12),Linutronix,94,0.70
Linux-4.14(2017-11-12),Facebook,93,0.69
Linux-4.14(2017-11-12),Socionext Inc.,85,0.63
Linux-4.14(2017-11-12),STMicroelectronics,81,0.60
Linux-4.14(2017-11-12),Astaro,75,0.56
Linux-4.14(2017-11-12),NVIDIA,72,0.54
Linux-4.14(2017-11-12),Cisco,65,0.48
Linux-4.14(2017-11-12),Baylibre,59,0.44
Linux-4.14(2017-11-12),Collabora,56,0.42
Linux-4.14(2017-11-12),Linux Foundation,56,0.42
Linux-4.14(2017-11-12),Synopsys,49,0.36
Linux-4.14(2017-11-12),Primary Data,48,0.36
Linux-4.14(2017-11-12),Ideas on board,47,0.35
Linux-4.14(2017-11-12),Realtek,46,0.34
Linux-4.14(2017-11-12),XILINX,45,0.33
Linux-4.14(2017-11-12),Netronome,37,0.28
Linux-4.14(2017-11-12),Microsoft,34,0.25
Linux-4.14(2017-11-12),Savoir-faire Linux,34,0.25
Linux-4.14(2017-11-12),Cogent Embedded,33,0.25
Linux-4.14(2017-11-12),QUALCOMM,29,0.22
Linux-4.14(2017-11-12),Microchip Technology Inc.,28,0.21
Linux-4.14(2017-11-12),Fujitsu,26,0.19
Linux-4.14(2017-11-12),Marvell,24,0.18
Linux-4.14(2017-11-12),LG Electonics,24,0.18
Linux-4.14(2017-11-12),Motorola,22,0.16
Linux-4.14(2017-11-12),Solarflare Communications,20,0.15
Linux-4.14(2017-11-12),Ericsson,18,0.13
Linux-4.14(2017-11-12),Consultants,16,0.12
Linux-4.14(2017-11-12),Fixstars Technologies,15,0.11
Linux-4.14(2017-11-12),VMWare,15,0.11
Linux-4.14(2017-11-12),LinBit,14,0.10
Linux-4.14(2017-11-12),Amarula Solutions,13,0.10
Linux-4.14(2017-11-12),DELL,13,0.10
Linux-4.14(2017-11-12),"Rowland Institute, Harvard",13,0.10
Linux-4.14(2017-11-12),Chelsio,12,0.09
Linux-4.14(2017-11-12),CTERA Networks,12,0.09
Linux-4.14(2017-11-12),Hovold Consulting AB,12,0.09
Linux-4.14(2017-11-12),Glider bvba,11,0.08
Linux-4.14(2017-11-12),LWN,10,0.07
Linux-4.14(2017-11-12),XMission,10,0.07
Linux-4.14(2017-11-12),ZTE,10,0.07
Linux-4.14(2017-11-12),NEC,10,0.07
Linux-4.14(2017-11-12),Wave Computing,10,0.07
Linux-4.14(2017-11-12),Wacom,9,0.07
Linux-4.14(2017-11-12),secunet Security Networks AG,9,0.07
Linux-4.14(2017-11-12),Tencent,9,0.07
Linux-4.14(2017-11-12),Atomide,8,0.06
Linux-4.14(2017-11-12),DENX Software Engineering,8,0.06
Linux-4.14(2017-11-12),Analog Devices,8,0.06
Linux-4.14(2017-11-12),Tk Open Systems,8,0.06
Linux-4.14(2017-11-12),Kylin Software,7,0.05
Linux-4.14(2017-11-12),Parallels,7,0.05
Linux-4.14(2017-11-12),Mentor Graphics,6,0.04
Linux-4.14(2017-11-12),Applied Micro,6,0.04
Linux-4.14(2017-11-12),Cumulus Networks,6,0.04
Linux-4.14(2017-11-12),General Electric,5,0.04
Linux-4.14(2017-11-12),Synaptics,5,0.04
Linux-4.14(2017-11-12),Boundary Devices,5,0.04
Linux-4.14(2017-11-12),Ingics Technology,5,0.04
Linux-4.14(2017-11-12),Semihalf Embedded Systems,5,0.04
Linux-4.14(2017-11-12),Cypress Semiconductor,5,0.04
Linux-4.14(2017-11-12),Debian,5,0.04
Linux-4.14(2017-11-12),AXIS,5,0.04
Linux-4.14(2017-11-12),CERN,5,0.04
Linux-4.14(2017-11-12),Amazon,5,0.04
Linux-4.14(2017-11-12),Tuxera,5,0.04
Linux-4.14(2017-11-12),Codethink,5,0.04
Linux-4.14(2017-11-12),National Instruments,4,0.03
Linux-4.14(2017-11-12),US National Security Agency,4,0.03
Linux-4.14(2017-11-12),Alibaba,4,0.03
Linux-4.14(2017-11-12),Cray,4,0.03
Linux-4.14(2017-11-12),Hewlett Packard Enterprise,4,0.03
Linux-4.14(2017-11-12),Akamai,4,0.03
Linux-4.14(2017-11-12),MontaVista,4,0.03
Linux-4.14(2017-11-12),China Mobile,4,0.03
Linux-4.14(2017-11-12),Atmel,3,0.02
Linux-4.14(2017-11-12),NTT,3,0.02
Linux-4.14(2017-11-12),Teleca,3,0.02
Linux-4.14(2017-11-12),Citrix,3,0.02
Linux-4.14(2017-11-12),Cirrus Logic,3,0.02
Linux-4.14(2017-11-12),Open Grid Computing,3,0.02
Linux-4.14(2017-11-12),Siemens,2,0.01
Linux-4.14(2017-11-12),Bluecherry,2,0.01
Linux-4.14(2017-11-12),Nokia,2,0.01
Linux-4.14(2017-11-12),EfficiOS Inc.,2,0.01
Linux-4.14(2017-11-12),EMC,2,0.01
Linux-4.14(2017-11-12),Obsidian Research,2,0.01
Linux-4.14(2017-11-12),DDN Storage,2,0.01
Linux-4.14(2017-11-12),QLogic,2,0.01
Linux-4.14(2017-11-12),MEN Mikro Elektronik GmbH,2,0.01
Linux-4.14(2017-11-12),KARO,2,0.01
Linux-4.14(2017-11-12),Golden Delicious Computers,2,0.01
Linux-4.14(2017-11-12),EXOSEC,2,0.01
Linux-4.14(2017-11-12),ROHM Semiconductors,1,0.01
Linux-4.14(2017-11-12),Extreme Engineering Solutions,1,0.01
Linux-4.14(2017-11-12),MEV Limited,1,0.01
Linux-4.14(2017-11-12),PARROT S.A.,1,0.01
Linux-4.14(2017-11-12),Nuvoton Technology,1,0.01
Linux-4.14(2017-11-12),lemonage software,1,0.01
Linux-4.14(2017-11-12),EZchip Technologies,1,0.01
Linux-4.14(2017-11-12),Dialog Semiconductor,1,0.01
Linux-4.14(2017-11-12),Spectralink,1,0.01
Linux-4.14(2017-11-12),AdFin,1,0.01
Linux-4.14(2017-11-12),Xiaomi,1,0.01
Linux-4.14(2017-11-12),Miracle Linux,1,0.01
Linux-4.14(2017-11-12),Brocade,1,0.01
Linux-4.14(2017-11-12),KFKI Research Institute,1,0.01
Linux-4.14(2017-11-12),Paratronic,1,0.01
Linux-4.14(2017-11-12),Allied Telesis,1,0.01
Linux-4.14(2017-11-12),GNU,1,0.01
Linux-4.14(2017-11-12),Qtechnology,1,0.01
Linux-4.14(2017-11-12),6WIND,1,0.01
Linux-4.14(2017-11-12),ESD Electronics,1,0.01
Linux-4.14(2017-11-12),PEAK-System,1,0.01
Linux-4.13(2017-09-03),Unknown,2819,21.67
Linux-4.13(2017-09-03),Intel,1451,11.16
Linux-4.13(2017-09-03),Red Hat,799,6.14
Linux-4.13(2017-09-03),Novell,585,4.50
Linux-4.13(2017-09-03),IBM,459,3.53
Linux-4.13(2017-09-03),Linaro,449,3.45
Linux-4.13(2017-09-03),Google,411,3.16
Linux-4.13(2017-09-03),AMD,410,3.15
Linux-4.13(2017-09-03),Hobbyists,386,2.97
Linux-4.13(2017-09-03),Renesas Electronics,337,2.59
Linux-4.13(2017-09-03),Mellanox Technologies,302,2.32
Linux-4.13(2017-09-03),Oracle,295,2.27
Linux-4.13(2017-09-03),Samsung,264,2.03
Linux-4.13(2017-09-03),Bootlin,212,1.63
Linux-4.13(2017-09-03),ARM,211,1.62
Linux-4.13(2017-09-03),Canonical,209,1.61
Linux-4.13(2017-09-03),Cavium,205,1.58
Linux-4.13(2017-09-03),Linutronix,183,1.41
Linux-4.13(2017-09-03),Texas Instruments,171,1.31
Linux-4.13(2017-09-03),NXP,152,1.17
Linux-4.13(2017-09-03),Huawei,152,1.17
Linux-4.13(2017-09-03),Netronome,133,1.02
Linux-4.13(2017-09-03),Realtek,122,0.94
Linux-4.13(2017-09-03),Socionext Inc.,118,0.91
Linux-4.13(2017-09-03),Code Aurora Forum,106,0.82
Linux-4.13(2017-09-03),Facebook,103,0.79
Linux-4.13(2017-09-03),Broadcom,96,0.74
Linux-4.13(2017-09-03),Savoir-faire Linux,91,0.70
Linux-4.13(2017-09-03),Rockchip,88,0.68
Linux-4.13(2017-09-03),Imagination Technologies,88,0.68
Linux-4.13(2017-09-03),Collabora,83,0.64
Linux-4.13(2017-09-03),Linux Foundation,79,0.61
Linux-4.13(2017-09-03),STMicroelectronics,71,0.55
Linux-4.13(2017-09-03),Pengutronix,68,0.52
Linux-4.13(2017-09-03),MediaTek,61,0.47
Linux-4.13(2017-09-03),Baylibre,58,0.45
Linux-4.13(2017-09-03),Chelsio,49,0.38
Linux-4.13(2017-09-03),Hovold Consulting AB,42,0.32
Linux-4.13(2017-09-03),Cisco,41,0.32
Linux-4.13(2017-09-03),Hewlett Packard Enterprise,37,0.28
Linux-4.13(2017-09-03),Microchip Technology Inc.,33,0.25
Linux-4.13(2017-09-03),Atomide,33,0.25
Linux-4.13(2017-09-03),Siemens,31,0.24
Linux-4.13(2017-09-03),Consultants,31,0.24
Linux-4.13(2017-09-03),Academics,29,0.22
Linux-4.13(2017-09-03),CTERA Networks,29,0.22
Linux-4.13(2017-09-03),Western Digital,29,0.22
Linux-4.13(2017-09-03),Microsoft,28,0.22
Linux-4.13(2017-09-03),Fujitsu,27,0.21
Linux-4.13(2017-09-03),Synopsys,26,0.20
Linux-4.13(2017-09-03),Allied Telesis,26,0.20
Linux-4.13(2017-09-03),Unisys,25,0.19
Linux-4.13(2017-09-03),Cumulus Networks,24,0.18
Linux-4.13(2017-09-03),Ideas on board,24,0.18
Linux-4.13(2017-09-03),Primary Data,24,0.18
Linux-4.13(2017-09-03),Applied Micro,23,0.18
Linux-4.13(2017-09-03),NVIDIA,23,0.18
Linux-4.13(2017-09-03),Marvell,22,0.17
Linux-4.13(2017-09-03),Ericsson,22,0.17
Linux-4.13(2017-09-03),Glider bvba,20,0.15
Linux-4.13(2017-09-03),Cogent Embedded,20,0.15
Linux-4.13(2017-09-03),Parallels,19,0.15
Linux-4.13(2017-09-03),Kylin Software,17,0.13
Linux-4.13(2017-09-03),Astaro,17,0.13
Linux-4.13(2017-09-03),Motorola,16,0.12
Linux-4.13(2017-09-03),QUALCOMM,15,0.12
Linux-4.13(2017-09-03),LWN,15,0.12
Linux-4.13(2017-09-03),RisingTide Systems,15,0.12
Linux-4.13(2017-09-03),Wolfson Microelectronics,13,0.10
Linux-4.13(2017-09-03),Amazon,13,0.10
Linux-4.13(2017-09-03),Tencent,13,0.10
Linux-4.13(2017-09-03),LG Electonics,12,0.09
Linux-4.13(2017-09-03),Animal Creek Technologies,12,0.09
Linux-4.13(2017-09-03),XILINX,11,0.08
Linux-4.13(2017-09-03),DENX Software Engineering,11,0.08
Linux-4.13(2017-09-03),"Rowland Institute, Harvard",10,0.08
Linux-4.13(2017-09-03),MEV Limited,10,0.08
Linux-4.13(2017-09-03),NEC,10,0.08
Linux-4.13(2017-09-03),KEYMILE,9,0.07
Linux-4.13(2017-09-03),Dialog Semiconductor,9,0.07
Linux-4.13(2017-09-03),China Mobile,9,0.07
Linux-4.13(2017-09-03),Mentor Graphics,8,0.06
Linux-4.13(2017-09-03),ROHM Semiconductors,8,0.06
Linux-4.13(2017-09-03),VMWare,8,0.06
Linux-4.13(2017-09-03),Golden Delicious Computers,7,0.05
Linux-4.13(2017-09-03),Fixstars Technologies,7,0.05
Linux-4.13(2017-09-03),Loongson,7,0.05
Linux-4.13(2017-09-03),Cadence Design Systems,7,0.05
Linux-4.13(2017-09-03),Solarflare Communications,7,0.05
Linux-4.13(2017-09-03),Debian,6,0.05
Linux-4.13(2017-09-03),Atmel,6,0.05
Linux-4.13(2017-09-03),MontaVista,6,0.05
Linux-4.13(2017-09-03),Wacom,5,0.04
Linux-4.13(2017-09-03),AXIS,5,0.04
Linux-4.13(2017-09-03),XMission,5,0.04
Linux-4.13(2017-09-03),Boundary Devices,5,0.04
Linux-4.13(2017-09-03),Candela Tech.,5,0.04
Linux-4.13(2017-09-03),ALT Linux,5,0.04
Linux-4.13(2017-09-03),DELL,5,0.04
Linux-4.13(2017-09-03),secunet Security Networks AG,5,0.04
Linux-4.13(2017-09-03),NetApp,5,0.04
Linux-4.13(2017-09-03),General Electric,4,0.03
Linux-4.13(2017-09-03),US National Security Agency,4,0.03
Linux-4.13(2017-09-03),Ingics Technology,4,0.03
Linux-4.13(2017-09-03),6WIND,4,0.03
Linux-4.13(2017-09-03),EMC,3,0.02
Linux-4.13(2017-09-03),ACM,3,0.02
Linux-4.13(2017-09-03),Synaptics,3,0.02
Linux-4.13(2017-09-03),NTT,3,0.02
Linux-4.13(2017-09-03),Amarula Solutions,3,0.02
Linux-4.13(2017-09-03),Citrix,3,0.02
Linux-4.13(2017-09-03),Obsidian Research,3,0.02
Linux-4.13(2017-09-03),Nokia,3,0.02
Linux-4.13(2017-09-03),SiS,3,0.02
Linux-4.13(2017-09-03),VanguardiaSur,2,0.02
Linux-4.13(2017-09-03),Cirrus Logic,2,0.02
Linux-4.13(2017-09-03),Tk Open Systems,2,0.02
Linux-4.13(2017-09-03),Bluecherry,2,0.02
Linux-4.13(2017-09-03),Tuxera,2,0.02
Linux-4.13(2017-09-03),ZTE,2,0.02
Linux-4.13(2017-09-03),Cypress Semiconductor,1,0.01
Linux-4.13(2017-09-03),SONY,1,0.01
Linux-4.13(2017-09-03),Akamai,1,0.01
Linux-4.13(2017-09-03),Zoho,1,0.01
Linux-4.13(2017-09-03),Evidence Srl,1,0.01
Linux-4.13(2017-09-03),HP,1,0.01
Linux-4.13(2017-09-03),OSADL,1,0.01
Linux-4.13(2017-09-03),Semihalf Embedded Systems,1,0.01
Linux-4.13(2017-09-03),National Instruments,1,0.01
Linux-4.13(2017-09-03),Micro-Star International,1,0.01
Linux-4.13(2017-09-03),Digi International,1,0.01
Linux-4.13(2017-09-03),Redpill Linpro AS,1,0.01
Linux-4.13(2017-09-03),LSI,1,0.01
Linux-4.13(2017-09-03),emlix Gmbh,1,0.01
Linux-4.13(2017-09-03),Intra2net AG,1,0.01
Linux-4.13(2017-09-03),Hansen Partnership,1,0.01
Linux-4.13(2017-09-03),Open Grid Computing,1,0.01
Linux-4.13(2017-09-03),Analog Devices,1,0.01
Linux-4.13(2017-09-03),Orcon Internet,1,0.01
Linux-4.12(2017-07-02),Unknown,3260,22.37
Linux-4.12(2017-07-02),Intel,2020,13.86
Linux-4.12(2017-07-02),Red Hat,1157,7.94
Linux-4.12(2017-07-02),IBM,601,4.12
Linux-4.12(2017-07-02),AMD,518,3.56
Linux-4.12(2017-07-02),Novell,471,3.23
Linux-4.12(2017-07-02),Hobbyists,459,3.15
Linux-4.12(2017-07-02),Linaro,429,2.94
Linux-4.12(2017-07-02),Google,386,2.65
Linux-4.12(2017-07-02),Mellanox Technologies,276,1.89
Linux-4.12(2017-07-02),Renesas Electronics,268,1.84
